Aspect;BAI_max;BAI_mediana;BAI_min;BAI_moda;BAIstdDev;ET_max;ET_mediana;ET_min;ET_moda;ETstdDev;Elevation;Fpar_500m_max;Fpar_500m_mediana;Fpar_500m_min;Fpar_500m_moda;Fpar_500mstdDev;Lai_500m_max;Lai_500m_mediana;Lai_500m_min;Lai_500m_moda;Lai_500mstdDev;MeanCurvature;NDVI_max;NDVI_mediana;NDVI_min;NDVI_moda;NDVIstdDev;SRI_max;SRI_mediana;SRI_min;SRI_moda;SRIstdDev;TWI;Temp_C_max;Temp_C_mediana;Temp_C_min;Temp_C_moda;Temp_CstdDev;accessibility;averageAnnualETP;averageAnnualPalmer;averageAnnualPrecip;averageAnnualRadiacion;averageAnnualTemp;averageAnnualViento;averageSpringETP;averageSpringPalmer;averageSpringPrecip;averageSpringRadiacion;averageSpringTemp;averageSpringViento;averageSummerETP;averageSummerPalmer;averageSummerPrecip;averageSummerRadiacion;averageSummerTemp;averageSummerViento;clase;classification;frequency_buerned;population_count;precipitation_max;precipitation_mediana;precipitation_min;precipitation_moda;precipitationstdDev;slope
251,1876047;1,10017E-07;8,28182E-08;5,59248E-08;9,42886E-08;1,36934E-08;39,4;23,3;12,7;12,7;6,538752854;222,8538945;75;64;51;58;7,182076456;31;19;12;19;5,205125679;2,18643E-07;0,782752454;0,662817538;0,515625;0,577733219;0,084156383;8,20608902;4,931506634;3,129032373;3,736341953;1,63113172;13,3362235;33,75;29,23;16,61;29,81;4,219855202;7,871878624;41,04583333;-1,709305556;782,8877012;179,9847222;23,47852408;1,936666667;73,86111111;-1,68;62,39914869;205,3333333;22,54067063;2,159444444;29,69444444;-1,958333333;11,26545994;288,2388889;29,58572116;2,263333333;1;0,65799604;0;0,902564349;15,51646996;0;0;0;2,559385999;0,386251569
268,6368562;1,57367E-07;1,25712E-07;8,8125E-08;8,8125E-08;1,76684E-08;;;;;;176,9468453;;;;;;;;;;;6,38128E-08;0,467072487;0,38952437;0,335875779;0,335875779;0,042316952;2,752855778;2,276134014;2,011484861;2,011484861;0,239961197;11,22155867;37,13;31,61;15,83;32,83666667;4,698680355;0,821998775;36,20277778;-1,475972222;762,942969;180,8180556;25,16321229;1,956944444;67,37222222;-1,307777778;57,4697564;205,3277778;22,45612898;2,195555556;18,15555556;-1,665555556;11,04545208;291,8944444;32,49299713;2,297777778;1;;0;33,4451967;12,17797947;0;0;0;2,452952123;0,355644435
252,4371245;1,21199E-07;1,01292E-07;7,19653E-08;9,89046E-08;1,38444E-08;22,6;20;12,5;20;2,853489092;179,0828006;70;57;53;56;4,759084879;22;14;13;14;2,351358945;5,76159E-08;0,726457417;0,635733306;0,569526315;0,628151238;0,047019155;6,311475277;4,490483284;3,646044731;4,378530979;0,788072674;12,45578907;36,29;30,615;16,05;32,51666667;4,54258608;2,444046021;35,99305556;-1,381805556;762,942969;181,3319444;23,86376752;1,956527778;67,21666667;-1,154444444;57,4697564;205,7944444;22,08517038;2,196111111;17,43888889;-1,547222222;11,04545208;292,3666667;30,64389842;2,298888889;1;0,783924488;0;1,413002718;12,17797947;0;0;0;2,452952123;0,207028553
258,7595192;1,32521E-07;1,20102E-07;9,11621E-08;9,11621E-08;1,03442E-08;17,9;13,9;6,7;6,7;3,937486718;184,4693858;59;39;32;39;8,163877075;16;9;7;7;3,108411527;1,07324E-07;0,541654825;0,37309441;0,294087797;0,294087797;0,087769974;3,363523483;2,190273046;1,833213568;1,833213568;0,55656082;16,43786103;36,89;31,99;22,61;29,8;3,583325671;0;37,74166667;-1,602222222;762,942969;180,0361111;25,51643247;1,947361111;70,12777778;-1,588333333;57,4697564;204,5722222;23,08387567;2,179444444;21,26111111;-1,872777778;11,04545208;290,65;32,41058098;2,286111111;1;0,770995662;0;39,15249853;12,17797947;0;0;0;2,452952123;0,15055801
235,7425718;1,15242E-07;9,25272E-08;6,72087E-08;8,90371E-08;1,15855E-08;29,6;20;10;10;5,494296032;191,7187046;70;59;44;69;9,246260505;24;16;10;12;4,891716354;1,66629E-07;0,756625175;0,647379935;0,44105643;0,517700195;0,102368599;7,217777729;4,671826839;2,578178644;3,146798134;1,567866732;13,22013249;36,49;30,92;16,57;31,81666667;4,623118204;2,828403473;37,47777778;-1,588472222;764,7483192;180,7930556;23,87585622;1,948472222;69,93333333;-1,597777778;59,0598677;205,8444444;22,27541488;2,181111111;20,37222222;-1,841666667;10,01131171;290,5388889;30,7796816;2,287222222;1;0,788581231;0;0,932107305;12,53422642;0;0;0;2,230948866;0,241001338
281,6803914;1,22806E-07;8,83246E-08;5,93323E-08;8,46051E-08;1,44155E-08;27;18,9;13,5;18,7;3,3849602;141,267117;69;59;54;59;4,659041389;19;15;12;13;2,118699811;-1,31623E-07;0,777602553;0,692346811;0,621875763;0,679264069;0,045820698;7,992908001;5,500826359;4,289267063;5,235659122;1,096533922;12,45527176;34,81;29,06;15,61;32,16;4,111080272;23,7697773;35,35972222;-1,342638889;753,8032905;181,8569444;23,57466008;1,994722222;65,47777778;-1,044444444;58,74963596;208,3555556;21,44766413;2,221111111;16,32777778;-1,544444444;10,64866981;290,3111111;29,97872047;2,337777778;1;0,523432584;0;0,087560744;10,90992928;0;0;0;2,175022653;0,207135677
275,2646839;1,52065E-07;1,07152E-07;7,30984E-08;1,10404E-07;2,25328E-08;24,3;14,4;9,1;14,4;5,152457882;172,5662344;76;48;41;43;12,52020589;29;12;10;10;6,987608079;-2,26768E-07;0,752492964;0,509338737;0,434756458;0,445473254;0,113964268;7,080578327;3,076131582;2,538297892;2,606678963;1,605379218;12,30709409;38,63;32,45333333;15,15;37,675;5,428684223;1,923011899;36,20277778;-1,475972222;762,942969;180,8180556;24,8881898;1,956944444;67,37222222;-1,307777778;57,4697564;205,3277778;21,68953371;2,195555556;18,15555556;-1,665555556;11,04545208;291,8944444;32,74064833;2,297777778;1;0,813086814;0;1,362096625;12,17797947;0;0;0;2,452952123;0,240218803
273,4945675;2,1252E-07;1,14284E-07;9,11783E-08;1,13087E-07;2,7747E-08;;;;;;176,8615889;;;;;;;;;;;1,66864E-08;0,589336097;0,429095685;0,320915371;0,357575744;0,077376797;3,870162249;2,503213882;1,945141077;2,113207579;0,558727888;13,76246731;37,49;31,44;15,23;32,92;5,093658112;1,307784677;36,20277778;-1,475972222;762,942969;180,8180556;24,96201571;1,956944444;67,37222222;-1,307777778;57,4697564;205,3277778;22,00777914;2,195555556;18,15555556;-1,665555556;11,04545208;291,8944444;32,59844108;2,297777778;1;;0;3,453631902;12,17797947;0;0;0;2,452952123;0,336275518
251,1751575;1,51248E-07;1,1695E-07;8,48615E-08;1,13508E-07;1,7298E-08;19,2;16,1;11;11;2,213955736;187,4696149;65;51;46;51;4,237399622;18;13;10;13;1,988857852;1,18695E-07;0,677777767;0,564333022;0,511134684;0,560349524;0,049155323;5,206896782;3,590662241;3,091106176;3,549068213;0,616325468;15,5264852;36,65;31,4;16,11;29,44333333;4,513855048;1,527061701;37,47777778;-1,588472222;770,4784913;180,7930556;24,04496116;1,948472222;69,93333333;-1,597777778;63,26403018;205,8444444;22,61405055;2,181111111;20,37222222;-1,841666667;10,05452088;290,5388889;30,97172896;2,287222222;1;0,8148849;0;0,581892448;15,06357479;0;0;0;2,664410295;0,288113326
273,4945675;2,1252E-07;1,14284E-07;9,11783E-08;1,13087E-07;2,7747E-08;;;;;;176,8615889;;;;;;;;;;;1,66864E-08;0,589336097;0,429095685;0,320915371;0,357575744;0,077376797;3,870162249;2,503213882;1,945141077;2,113207579;0,558727888;13,76246731;37,49;31,44;15,23;32,92;5,093658112;1,307784677;36,20277778;-1,475972222;762,942969;180,8180556;24,96201571;1,956944444;67,37222222;-1,307777778;57,4697564;205,3277778;22,00777914;2,195555556;18,15555556;-1,665555556;11,04545208;291,8944444;32,59844108;2,297777778;1;;0;3,453631902;12,17797947;0;0;0;2,452952123;0,336275518
233,974875;3,0203E-07;2,56503E-07;1,38681E-07;1,99222E-07;4,28518E-08;46;39,4;20,4;20,4;8,574136821;650,7585326;89;88;78;88;2,649947589;58;53;39;53;5,996295152;1,11505E-05;0,792880237;0,733273864;0,654965758;0,726882577;0,036660048;8,65625;6,498327732;4,796525955;6,32285738;1,037231753;10,32402167;32,71;25,63;12,79;26,95;4,752853559;14,7776823;49,31805556;-2,280555556;1023,356683;181,0458333;19,50857981;2,313888889;75,25555556;-2,071111111;69,13187483;207,1611111;18,70334943;2,510555556;54,78888889;-2,465;15,56902336;283,7722222;25,79456253;2,577222222;1;0,63613355;0;0;13,80158234;0;0;0;2,31875822;6,085240364
198,2516226;3,03984E-07;2,5719E-07;1,49519E-07;2,24612E-07;3,87035E-08;46,9;37,25;22,6;22,6;7,793390711;667,1052597;90;87;81;88;2,612789059;58;51;36;36;6,621849356;1,2356E-05;0,866985619;0,851962268;0,822300911;0,858657241;0,012214138;14,03597164;12,51006699;10,25498009;13,14999962;1,023733613;9,058791931;28,95;24,07;11,09;25,57;4,45250357;41,40077972;49,01527778;-2,244722222;1023,356683;181,15;18,60282709;2,175833333;75,66111111;-2,05;69,13187483;207,2888889;17,79935917;2,391666667;54,58888889;-2,435;15,56902336;283,4222222;24,29137784;2,459444444;1;0,563881171;0;0;13,80158234;0;0;0;2,31875822;6,160995007
208,9959623;2,44173E-07;1,88552E-07;1,11981E-07;1,533E-07;3,35822E-08;47,7;39;17,7;17,7;8,620121164;515,7708282;90;89;78;89;2,862788074;62;59;37;59;6,592925501;1,91048E-07;0,861471832;0,834999979;0,789516151;0,828838527;0,016450394;13,4375;11,12121201;8,501915932;10,68487358;1,15731649;8,523410596;27,93;23,16333333;10,07;23,58;4,429339475;35,55696869;47,76666667;-2,199722222;933,4630888;181,0777778;17,87216038;2,127638889;75,25555556;-2,021111111;61,89092725;205,5166667;17,04915937;2,346111111;50,82777778;-2,376666667;12,84496732;283,9944444;23,5162776;2,422222222;1;0,624095733;0;0;15,5070219;0;0;0;2,34859455;5,267281532
237,1374034;3,25825E-07;2,42208E-07;1,53403E-07;1,94901E-07;4,59743E-08;47;38,1;16,5;47;9,868019362;506,5764118;90;88;74;88;3,867815921;64;53;34;53;7,764878192;-5,49637E-06;0,816981137;0,799756765;0,780119419;0,791401267;0,009806675;9,927835464;8,987854004;8,095846176;8,587786674;0,492646139;15,30596029;28,49;23,99;10,63;26,29;4,168143921;10,6594038;49,01527778;-2,244722222;989,1837453;181,15;18,31517479;2,175833333;75,66111111;-2,05;65,59504977;207,2888889;17,86580508;2,391666667;54,58888889;-2,435;14,45500522;283,4222222;24,58112665;2,459444444;1;0,70644043;0;0;14,88972092;0;0;0;2,393244351;2,883160114
