system:index,band,correlation,.geo
70,averageSpringPrecip_averageSpringTemp,-0.5889015651089762,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,averageSpringPrecip_averageAnnualTemp,-0.4901244381861873,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,averageSpringPrecip_averageSummerRadiacion,-0.25138437287851007,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,averageSpringPrecip_averageSpringRadiacion,-0.4281436165188833,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,averageSpringPrecip_averageAnnualRadiacion,-0.35075526542061813,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,averageSpringPrecip_averageSummerPalmer,-0.005649391294949965,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,averageSpringPrecip_averageSpringPalmer,0.22093229499844588,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,averageSpringPrecip_averageAnnualPalmer,-0.013907160541347514,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,averageSpringPrecip_averageSummerViento,0.5041727703922425,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,averageSpringPrecip_averageSpringViento,0.5938045981344693,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,averageSpringPrecip_averageAnnualViento,0.5491567046619911,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,averageSpringPrecip_averageSummerETP,0.4574879174218568,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,averageSpringPrecip_averageSpringETP,0.5026799078379678,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,averageSpringPrecip_averageAnnualETP,0.40802430849669047,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,averageSpringPrecip_precipitation_mediana,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,averageSpringPrecip_precipitation_moda,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,averageSpringPrecip_precipitation_min,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,averageSpringPrecip_precipitation_max,0.8189942217504418,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,averageSpringPrecip_precipitationstdDev,0.910204476442298,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,averageSpringPrecip_Temp_C_mediana,-0.29164589921534045,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,averageSpringPrecip_Temp_C_moda,-0.26119371789892704,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,averageSpringPrecip_Temp_C_min,-0.5741737046305867,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,averageSpringPrecip_Temp_C_max,-0.0703142397188194,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,averageSpringPrecip_Temp_CstdDev,0.39116453599532514,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,averageSpringPrecip_ET_mediana,-0.08267115122031393,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,averageSpringPrecip_ET_moda,-0.20924967250322385,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,averageSpringPrecip_ET_min,-0.22876917274967887,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,averageSpringPrecip_ET_max,0.005139826294772379,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,averageSpringPrecip_ETstdDev,0.16459134909760578,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,averageSpringPrecip_Elevation,0.7322105264645334,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,averageSpringPrecip_slope,0.4934597743893125,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,averageSpringPrecip_Aspect,0.02130762488650103,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,averageSpringPrecip_MeanCurvature,0.06491906676670484,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,averageSpringPrecip_TWI,-0.2679010797645404,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,averageSpringPrecip_NDVI_mediana,-0.02639129643261305,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,averageSpringPrecip_NDVI_moda,-0.021552358090208956,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,averageSpringPrecip_NDVI_min,-0.2582013132323825,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,averageSpringPrecip_NDVI_max,-0.15153657220466307,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,averageSpringPrecip_NDVIstdDev,0.18252567115065496,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,averageSpringPrecip_BAI_mediana,0.15635285691487444,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,averageSpringPrecip_BAI_moda,0.1641688893567915,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,averageSpringPrecip_BAI_min,0.00907050858435542,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,averageSpringPrecip_BAI_max,0.2325242754366264,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,averageSpringPrecip_BAIstdDev,0.2229948996180878,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,averageSpringPrecip_SRI_mediana,0.14751494107324592,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,averageSpringPrecip_SRI_moda,0.1778243686220532,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,averageSpringPrecip_SRI_min,-0.07944801935196918,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,averageSpringPrecip_SRI_max,0.06234919774983367,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,averageSpringPrecip_SRIstdDev,0.13528163610954438,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,averageSpringPrecip_Lai_500m_mediana,0.03445205066534682,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,averageSpringPrecip_Lai_500m_moda,0.026951310587266082,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,averageSpringPrecip_Lai_500m_min,-0.18895168020604144,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,averageSpringPrecip_Lai_500m_max,-0.005592770020566986,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,averageSpringPrecip_Lai_500mstdDev,0.26079686770155835,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,averageSpringPrecip_Fpar_500m_mediana,-0.08130055832343482,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,averageSpringPrecip_Fpar_500m_moda,-0.0820820952229252,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,averageSpringPrecip_Fpar_500m_min,-0.342800364289027,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,averageSpringPrecip_Fpar_500m_max,-0.15061470735780177,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,averageSpringPrecip_Fpar_500mstdDev,0.3574208631759155,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,averageSpringPrecip_accessibility,0.47381062148436276,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,averageSpringPrecip_population_count,-0.05985647057919404,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,averageSpringPrecip_frequency_buerned,-0.08407001815898466,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,averageAnnualPrecip_averageSummerPrecip,0.9462512387574079,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,averageAnnualPrecip_averageSpringPrecip,0.9352881934004312,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,averageAnnualPrecip_averageAnnualPrecip,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,averageAnnualPrecip_averageSummerTemp,-0.420219263328791,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,averageAnnualPrecip_averageSpringTemp,-0.6528054367928304,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,averageAnnualPrecip_averageAnnualTemp,-0.6000493967368551,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,averageAnnualPrecip_averageSummerRadiacion,-0.3589484746709752,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,averageAnnualPrecip_averageSpringRadiacion,-0.5542415745691541,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,averageAnnualPrecip_averageAnnualRadiacion,-0.49642702164471614,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,averageAnnualPrecip_averageSummerPalmer,-0.1662076724317077,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,averageAnnualPrecip_averageSpringPalmer,0.20726605670163403,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,averageAnnualPrecip_averageAnnualPalmer,-0.18071939306936002,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,averageAnnualPrecip_averageSummerViento,0.48822250301076947,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,averageAnnualPrecip_averageSpringViento,0.5427649028069829,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,averageAnnualPrecip_averageAnnualViento,0.5099774260726312,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,averageAnnualPrecip_averageSummerETP,0.6720454513221188,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,averageAnnualPrecip_averageSpringETP,0.6188900724111839,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,averageAnnualPrecip_averageAnnualETP,0.6298248402852914,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,averageAnnualPrecip_precipitation_mediana,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,averageAnnualPrecip_precipitation_moda,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,averageAnnualPrecip_precipitation_min,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,averageAnnualPrecip_precipitation_max,0.8623836920645437,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,averageAnnualPrecip_precipitationstdDev,0.9246716490166251,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,averageAnnualPrecip_Temp_C_mediana,-0.47697156375885913,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,averageAnnualPrecip_Temp_C_moda,-0.41819371450677845,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,averageAnnualPrecip_Temp_C_min,-0.5919911475960318,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,averageAnnualPrecip_Temp_C_max,-0.2507822954674222,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,averageAnnualPrecip_Temp_CstdDev,0.2350791006638376,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,averageAnnualPrecip_ET_mediana,0.09109498764199031,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,averageAnnualPrecip_ET_moda,-0.09385394412782755,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,averageAnnualPrecip_ET_min,-0.054070259794069875,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,averageAnnualPrecip_ET_max,0.1924409529245266,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,averageAnnualPrecip_ETstdDev,0.3026076834672031,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,averageAnnualPrecip_Elevation,0.6093255936102572,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,averageAnnualPrecip_slope,0.4313520847840626,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,averageAnnualPrecip_Aspect,0.019708337895262683,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,averageAnnualPrecip_MeanCurvature,0.058871807424163515,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,averageAnnualPrecip_TWI,-0.258609398834149,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,averageAnnualPrecip_NDVI_mediana,0.17232761823426695,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,averageAnnualPrecip_NDVI_moda,0.14796204919016753,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,averageAnnualPrecip_NDVI_min,-0.07720991541779612,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,averageAnnualPrecip_NDVI_max,0.04873574488662621,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,averageAnnualPrecip_NDVIstdDev,0.15136729266477586,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,averageAnnualPrecip_BAI_mediana,0.12005000498778766,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,averageAnnualPrecip_BAI_moda,0.1321656098017865,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,averageAnnualPrecip_BAI_min,-0.018861075008102267,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,averageAnnualPrecip_BAI_max,0.20853656387140915,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,averageAnnualPrecip_BAIstdDev,0.21207488687717352,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,averageAnnualPrecip_SRI_mediana,0.3306815096323704,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,averageAnnualPrecip_SRI_moda,0.33268476506682404,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,averageAnnualPrecip_SRI_min,0.08163246543578095,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,averageAnnualPrecip_SRI_max,0.24582499268727231,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,averageAnnualPrecip_SRIstdDev,0.25187555583048427,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,averageAnnualPrecip_Lai_500m_mediana,0.20953570387138237,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,averageAnnualPrecip_Lai_500m_moda,0.19176518408426851,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,averageAnnualPrecip_Lai_500m_min,-0.02394310699385228,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,averageAnnualPrecip_Lai_500m_max,0.1821028478523333,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,averageAnnualPrecip_Lai_500mstdDev,0.3452242202740743,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,averageAnnualPrecip_Fpar_500m_mediana,0.11282730077331757,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,averageAnnualPrecip_Fpar_500m_moda,0.09742198824825193,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,averageAnnualPrecip_Fpar_500m_min,-0.15905568729532332,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,averageAnnualPrecip_Fpar_500m_max,0.05092950238950216,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,averageAnnualPrecip_Fpar_500mstdDev,0.30153362247149557,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,averageAnnualPrecip_accessibility,0.39581126368009467,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,averageAnnualPrecip_population_count,-0.06181511232372345,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,averageAnnualPrecip_frequency_buerned,-0.06407453204878505,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,averageSummerTemp_averageSummerPrecip,-0.42077760948975235,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,averageSummerTemp_averageSpringPrecip,-0.24108467678841963,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,averageSummerTemp_averageAnnualPrecip,-0.42021926332879095,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,averageSummerTemp_averageSummerTemp,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,averageSummerTemp_averageSpringTemp,0.7192640028459434,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,averageSummerTemp_averageAnnualTemp,0.9007030952762264,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,averageSummerTemp_averageSummerRadiacion,0.4788555601873719,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,averageSummerTemp_averageSpringRadiacion,0.4865107978773161,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,averageSummerTemp_averageAnnualRadiacion,0.518527412285697,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,averageSummerTemp_averageSummerPalmer,0.5057876807897973,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,averageSummerTemp_averageSpringPalmer,0.1258963749201768,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,averageSummerTemp_averageAnnualPalmer,0.5325939240855944,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,averageSummerTemp_averageSummerViento,-0.4268636374869796,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,averageSummerTemp_averageSpringViento,-0.364454619704265,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,averageSummerTemp_averageAnnualViento,-0.3911875194153728,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,averageSummerTemp_averageSummerETP,-0.7070802855107196,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,averageSummerTemp_averageSpringETP,-0.3985292856189645,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,averageSummerTemp_averageAnnualETP,-0.7041119165692986,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,averageSummerTemp_precipitation_mediana,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,averageSummerTemp_precipitation_moda,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,averageSummerTemp_precipitation_min,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,averageSummerTemp_precipitation_max,-0.3728771414075836,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,averageSummerTemp_precipitationstdDev,-0.3612075905766325,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,averageSummerTemp_Temp_C_mediana,0.9637531385023085,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,averageSummerTemp_Temp_C_moda,0.7667143156718856,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,averageSummerTemp_Temp_C_min,0.5159892351399745,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,averageSummerTemp_Temp_C_max,0.9218268292666096,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,averageSummerTemp_Temp_CstdDev,0.5034009706656275,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,averageSummerTemp_ET_mediana,-0.6892460789928286,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,averageSummerTemp_ET_moda,-0.4172599033276114,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,averageSummerTemp_ET_min,-0.5943654840224416,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,averageSummerTemp_ET_max,-0.7081334613841997,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,averageSummerTemp_ETstdDev,-0.6024579369791534,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,averageSummerTemp_Elevation,-0.05895042244133265,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,averageSummerTemp_slope,-0.1798808357452818,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,averageSummerTemp_Aspect,-0.0461791761142771,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,averageSummerTemp_MeanCurvature,-0.1191892077429057,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,averageSummerTemp_TWI,0.2557684702424643,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,averageSummerTemp_NDVI_mediana,-0.715402959014775,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,averageSummerTemp_NDVI_moda,-0.6590926827662096,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,averageSummerTemp_NDVI_min,-0.5514145073573331,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,averageSummerTemp_NDVI_max,-0.5963805714360016,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,averageSummerTemp_NDVIstdDev,0.13690398107310509,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,averageSummerTemp_BAI_mediana,0.11833960534715329,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,averageSummerTemp_BAI_moda,0.1085148103313482,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,averageSummerTemp_BAI_min,0.1020053369372894,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,averageSummerTemp_BAI_max,0.05464725265056886,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,averageSummerTemp_BAIstdDev,0.03029227535103287,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,averageSummerTemp_SRI_mediana,-0.7545453891278855,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,averageSummerTemp_SRI_moda,-0.6996682296427424,"{""type"":""MultiPoint"",""coordinates"":[]}"
